title,author,genre,length_category
Halsey's Typhoon,Bob Drury;Thomas Clavin,History,average
Suffer the Little Children,Donna Leon,Fiction,average
Mapping the Big Picture,Heidi Hayes Jacobs,Education,short
Getting Results with Curriculum Mapping,Heidi Hayes Jacobs,Education,short
The Tutor's First Love,George MacDonald,Fiction,average
"Complete Poems, 1904-1962",Edward Estlin Cummings,Poetry,long
Selected Poems,E. E. Cummings,Poetry,average
Tulips and Chimneys,E. E. Cummings,Poetry,average
Basic Political Writings,Jean-Jacques Rousseau,Philosophy,average
Introduction to The Philosophy of History,G. W. F. Hegel;Leo Rauch,Philosophy,short
"On Justice, Power, and Human Nature",Thucydides,History,short
Leviathan,Thomas Hobbes;Edwin M. Curley,Philosophy,long
The Grand Inquisitor,Fyodor Dostoyevsky;Charles B. Guignon,Political Science,short
Complete Works,Plato,Fiction,long
Aristophanes 1,Aristophanes;Peter Meineck,Drama,long
Aristophanes 1,Aristophanes,Drama,long
The Peloponnesian War,Thucydides;Steven Lattimore,History,long
Discourse on Method ; and,René Descartes,Philosophy,short
Statesman,Plato,Philosophy,short
The Trial and Death of Socrates (Third Edition),Plato;George Maximilian Anthony Grube;John Madison Cooper,Philosophy,short
Lysistrata,Aristophanes;Sarah Ruden,Literary Criticism,short
Five Dialogues,Plato;George Maximilian Anthony Grube,Philosophy,short
Confucius Analects,Confucius;Edward Gilman Slingerland,Philosophy,average
Complete Poems and Major Prose,John Milton;Merritt Yerkes Hughes,Poetry,long
Aeneid,Virgil,Aeneas (Legendary character),average
Republic,Plato,Political Science,average
Readings in Classical Chinese Philosophy (Second Edition),Philip J. Ivanhoe;Bryan W. Van Norden,Philosophy,long
Plato on Love,Plato;C. D. C. Reeve,Philosophy,average
A Hundred Camels in the Courtyard,Paul Bowles,,short
Kaddish and Other Poems: 1958-1960,Allen Ginsberg,Poetry,short
Erotism,Georges Bataille,Philosophy,average
The Scripture of the Golden Eternity,Jack Kerouac,Literary Criticism,short
Howl and Other Poems,Allen Ginsberg,,short
A Power Governments Cannot Suppress,Howard Zinn,History,average
Chekhov's Doctors,Anton Pavlovich Chekhov;Jack Coulehan;John L. Coulehan,Literary Collections,average
Early Candlelight,Maud Hart Lovelace,Fiction,average
The St. Paul Stories of F. Scott Fitzgerald,Francis Scott Fitzgerald;Patricia Hampl,Fiction,average
Approaches to Teaching Atwood's The Handmaid's Tale and Other Works,Sharon Rose Wilson;Thomas B. Friedman;Shannon Eileen Hengen,Literary Criticism,average
"Julie, Or, The New Heloise",Jean-Jacques Rousseau;Roger D. Masters;Christopher Kelly,Literary Criticism,long
The Search for the Beloved,Jean Houston,"Body, Mind & Spirit",average
A Gateway to Sindarin,David Salo,Language Arts & Disciplines,long
The Guide to Dan Brown's The Solomon Key,Greg Taylor,"Body, Mind & Spirit",short
Three Books of Occult Philosophy,Heinrich Cornelius Agrippa von Nettesheim,"Body, Mind & Spirit",long
Blame It on the Brain?,Edward T. Welch,Medical,average
Mockingbird Wish Me Luck,Charles Bukowski,Fiction,short
You Get So Alone at Times,Charles Bukowski,Fiction,average
Herman N. Hesse's Narcissus and Goldmund,Kathleen E. Digan,,short
The Loftier Way,Blaine M. Yorgason;Brenton G. Yorgason,Fiction,short
A Full House,Madeleine L'Engle,Fiction,short
The Rock that is Higher,Madeleine L'Engle,Religion,average
Conversations with Ernest Hemingway,Ernest Hemingway;Matthew Joseph Bruccoli,Literary Criticism,average
Conversations with Jerzy Kosinski,Jerzy Kosinski,Literary Criticism,average
Conversations with John Updike,John Updike;James Plath,Biography & Autobiography,average
The Good Housekeeping Illustrated Cookbook,Zoe Coulson,Cookbooks,long
Essentials of Conservation Biology,Richard B. Primack,Science,long
Exercitia Spiritualia,Saint Gertrude (the Great),Religion,short
Harpo Speaks!,Harpo Marx;Rowland Barber,Biography & Autobiography,long
Jean Arthur,John Oller,Biography & Autobiography,average
Hamlet's Mill,Giorgio De Santillana;Hertha von Dechend,Philosophy,long
"Life, a User's Manual",Georges Perec,Fiction,long
Broken Vessels,Andre Dubus,Fiction,short
John Deere Farm Tractors,Randy Leffingwell,Technology & Engineering,short
Bioinformatics,David W. Mount,Science,long
The Many Worlds of Magnus Ridolph,Jack Vance,"Science fiction, American",short
The Assignation,Joyce Carol Oates,Fiction,average
First Love,Joyce Carol Oates,Fiction,short
Follow Your Heart's Vegetarian Soup Cookbook,Janice Cook Migliaccio;Janice Cook Knight,Cooking,short
The Roald Dahl Omnibus,Roald Dahl,England,long
Understanding Physics,Isaac Asimov,Physics,long
King Arthur Flour Whole Grain Baking,,Cooking,long
The elements of typographic style,Robert Bringhurst,Design,average
The Secret of Santa Vittoria,Robert Crichton,Fiction,long
A Book of Blue Flowers,R. L. Geneve,Gardening,average
Alfred Hitchcock,Alfred Hitchcock,Fiction,long
God's Generals,Roberts Liardon,Biography & Autobiography,long
The Bible Cure for Diabetes,Don Colbert,Health & Fitness,short
To Battle the Gods,Sharon Green,Fiction,long
Quester's endgame,Patricia Josephine Clayton,Fiction,average
Phantoms,Martin Harry Greenberg;Rosalind M. Greenberg,Fiction,average
Magic's Pawn,Mercedes Lackey,Fiction,average
Arrows of the Queen,Mercedes Lackey,Fiction,average
Arrow's Fall,Mercedes Lackey,Fiction,average
Magic's Price,Mercedes Lackey,Fiction,average
The Madness Season,C. S. Friedman,Fiction,long
By the Sword,Mercedes Lackey,Fiction,long
Shadowkill,Jo Clayton,Fiction,average
Winds of Fate,Mercedes Lackey,Fiction,long
To Green Angel Tower,Tad Williams,Fiction,long
Dance Down the Stars,Jo Clayton,Fiction,average
Fire in the Sky,Jo Clayton,Fiction,average
Storm Warning,Mercedes Lackey,Fiction,long
Sword of Ice and Other Tales of Valdemar,Mercedes Lackey,Fiction,average
Oathblood,Mercedes Lackey,Fiction,average
This Alien Shore,C. S. Friedman,Fiction,long
River of Blue Fire,Tad Williams,Fiction,long
New Amazons,Margaret Weis,Fiction,average
Good Grief,Rheta Grimsley Johnson,Biography & Autobiography,average
Experimental Phenomenology,Don Ihde,Philosophy,short
Alberic the Wise,Norton Juster,European fiction,short
Hard Drive,James Wallace;Jim Erickson,Business & Economics,long
Die Broke,Stephen Pollan;Mark Levine,Business & Economics,average
Teaching the World's Children,Mary Ashworth;Patricia Wakefield,Education,short
Feeding the Future,Andrew Heintzman;Evan Solomon,Social Science,average
The Fish Kisser,James Hawkins,Fiction,average
The Great Gatsby,F. Scott Fitzgerald,Fiction,short
The Stress-Free Habit,John Perkins,Health & Fitness,short
Moksha,Aldous Huxley,"Body, Mind & Spirit",average
Psychonavigation,John Perkins,"Body, Mind & Spirit",short
Death of a Dreamer,M. C. Beaton,Artists,average
The Politically Incorrect Guide To American History,"Thomas E. Woods, Jr.",History,average
America Alone,Mark Steyn,Political Science,average
The Real Jimmy Carter,Steven F. Hayward,Biography & Autobiography,average
Billy Budd,Herman Melville,,short
Topsail Island,Ray McAllister,History,average
Sister Outsider,Professor Audre Lorde;Audre Lorde,Social Science,short
An Ordinary Person's Guide to Empire,Arundhati Roy,Business & Economics,average
Outsiders Within,Jane Jeong Trenka;Julia Chinyere Oparah;Sun Yung Shin,Education,average
Rita Hayworth and Shawshank Redemption,Stephen King,Fiction,short
Walking the Rez Road,Jim Northrup,House & Home,short
200 Quilt Blocks to Mix & Match,Davina Thomas,Crafts & Hobbies,short
Standard Catalog of Smith & Wesson,Jim Supica;Richard Nahas,Sports & Recreation,long
The Ecological Approach to Visual Perception,James Jerome Gibson,Psychology,average
Three Philosophies of Life,Peter Kreeft,Religion,short
Christianity for Modern Pagans,Peter Kreeft,Religion,average
Saint Ignatius Loyola,James Brodrick,Biography & Autobiography,average
Tolkien,Joseph Pearce,Biography & Autobiography,average
No Price Too High,Alex Jones,Biography & Autobiography,average
C.S. Lewis and the Catholic Church,Joseph Pearce,Religion,short
Writing the Novel from Plot to Print,Lawrence Block,Reference,short
The Avalanche Handbook,David McClung;Peter A. Schaerer,Sports & Recreation,average
The Confessions of St. Augustine,Saint Augustine (Bishop of Hippo.);Saint Augustine of Hippo;Joseph Mary Leleu,Biography & Autobiography,long
"Graham Greene: The Heart of the Matter, Stamboul Train, A Burnt-",Graham Greene,,long
The Shining,Stephen King,Fiction,long
The Alienist,Machado de Assis,Mental illness,short
Aristotle's Nicomachean Ethics,Aristotle;Hippocrates George Apostle,Philosophy,average
What Color is Your Parachute?,Richard Nelson Bolles,Applications for positions,average
The Handbook (The Encheiridion),Epictetus;Nicholas P. White,Philosophy,short
His Share of Glory,Cyril M. Kornbluth;Timothy Szczesuil;New England Science Fiction Association,Fiction,long
Secret of the Peaceful Warrior,Dan Millman,Juvenile Fiction,short
Alcoholics Anonymous,Alcoholics Anonymous,Self-Help,average
Through the Arc of the Rain Forest,Karen Tei Yamashita,Fiction,average
Melville's Moby-Dick,Edward F. Edinger,Psychology,short
Access the Power of Your Higher Self,Elizabeth Clare Prophet,"Body, Mind & Spirit",short
Soul Mates and Twin Flames,Elizabeth Clare Prophet,Family & Relationships,short
The Covert War Against Rock,Alex Constantine,Music,average
Big Dead Place,Nicholas Johnson,History,average
History -,Thucydides,,short
The Days of Vengeance,David Chilton,Bible,long
Life Amongst the Modocs,Joaquin Miller,Biography & Autobiography,long
Five Tʻang poets,David Young,Poetry,short
The Tesla Papers,Nikola Tesla,Science,short
100 Years of Lynchings,Ralph Ginzburg,Social Science,average
Black Man of the Nile and His Family,Yosef Ben-Jochannan,History,long
"African Origins of the Major ""Western Religions""",Yosef Ben-Jochannan,Religion,average
The Crowd: Extradordinary Popular Delusions: Twin Classics of Crowd Pyschology,Gustave Le Bon;Charles Mackay,Psychology,average
Discovering Great Artists,MaryAnn F. Kohl;Kim Solga;Rebecca Van Slyke,Juvenile Nonfiction,short
"Yes, Your Teen Is Crazy!",Michael J. Bradley,Family & Relationships,average
The Naked Warrior,Pavel Tsatsouline,Health & Fitness,average
The Atlantis Dialogue,Plato,Fiction,short
Mahatma Gandhi and His Myths,Mark Shepard,Political Science,short
Yosemite,Margaret Sanborn,History,average
Situationist International Anthology,Ken Knabb,Art,long
Isle of Darksmoke,Larry DiTillio,,short
"Letters, Summer 1926",Boris Leonidovich Pasternak;Marina T︠S︡vetaeva;Rainer Maria Rilke;Margaret Wettlin;Walter W. Arndt;Jamey Gambrell,Biography & Autobiography,average
Seduction and Betrayal,Elizabeth Hardwick,Literary Criticism,average
Typee,Herman Melville,,long
Novels,Nathaniel Hawthorne,Fiction,long
"Redburn, White-Jacket, Moby-Dick",Herman Melville,,long
"The Leatherstocking Tales: The pioneers, or The sources of the Susquehanna. The last of the Mohicans. The prairie",James Fenimore Cooper,"Bumppo, Natty (Fictitious character)",long
"The Leatherstocking Tales: The pathfinder, or The inland sea. The deerslayer, or The first war-path",James Fenimore Cooper,Fiction,long
"Pierre, Or, The Ambiguities",Herman Melville,"Adventure stories, American",long
"Writings, 1902-1910",William James,Literary Collections,long
Speeches and Writings 1832-1858,Abraham Lincoln,Illinois,long
Complete Plays: 1932-1943,Eugene O'Neill,,long
"Novels, 1936-1940",William Faulkner,Yoknapatawpha County (Imaginary place),long
Richard Wright,Richard Wright,Literary Collections,long
"Writings, 1878-1899",William James,Fiction,long
"Collected tales, sketches, speeches, and essays 1891-1910",Mark Twain,"Humorous stories, American",long
Collected Travel Writings,Henry James,Europe,long
Historical Romances,Mark Twain;Samuel Langhorne Clemens;Victor and Lin Salamo editors Fischer;Susan K. Harris;Susan R. Harris,Fiction,long
Christian Mythmakers,Rolland Hein,Literary Criticism,average
The Little Big Book for God's Children,Lena Tabori;Alice Wong,Religion,average
זן ואומנות האושר,Chris Prentiss,Philosophy,short
This bridge called my back,Cherríe Moraga;Gloria Anzaldúa,Social Science,average
Leaving the 20th Century,Christopher Gray,Philosophy,short
On the Trail of Mary Queen of Scots,J. Keith Cheetham,Biography & Autobiography,short
The Twelve Steps and Twelve Traditions of Overeaters Anonymous,"Overeaters Anonymous, Inc. (U.S.)",Self-Help,average
The Visual Display of Quantitative Information,Edward R. Tufte,Mathematics,short
The Cognitive Style of PowerPoint,Edward R. Tufte,Computers,short
Beautiful Evidence,Edward R. Tufte,Computers,average
Common Herbs for Natural Health,Juliette De Bairacli-Levy;Heather Wood,Health & Fitness,average
Graphic Storytelling,Will Eisner,Literary Criticism,short
PS I Love You Baby Collection,Lynda Milligan;Nancy Smith,Crafts & Hobbies,short
Pyramids of Montauk,Preston B. Nichols;Peter Moon,Fiction,average
The Eye of the I,David R. Hawkins,"Body, Mind & Spirit",long
Black Etc.,Nannette E. Banks,,average
Fahrenheit 451,Ray Bradbury,Book burning,short
The Return of the King,John Ronald Reuel Tolkien,"Baggins, Frodo (Fictitious character)",long
The QPB companion to The Lord of the rings,Brandon Geist,"Fantasy fiction, English",short
Desire and Duty,Teddy F. Bader;Marilyn Bader,Fiction,average
Reading Lolita in Tehran,Azar Nafisi,American literature,average
The Rape of Nanking,Iris Chang,"Nanjing (Jiangsu Sheng, China)",average
A Short History of Nearly Everything,Bill Bryson,Science,long
Reefer madness,Eric Schlosser,Black market,average
Storm of the century,Stephen King,Fiction,average
The Beatles' Story on Capitol Records,,Music,average
You are Being Lied to,Russell Kick,Language Arts & Disciplines,average
The Buddha in Your Mirror,Woody Hochswender;Greg Martin;Ted Morino,Religion,average
The Wealthy Barber,David Barr Chilton,"Finance, Personal",short
A Winter's Tale,Cassie Brown,Shipwrecks,average
New York City's Best Dive Bars,Wendy Mitchell,Travel,short
Dark Rivers of the Heart/Intensity/Sole Survivor,Dean Koontz,Fiction,long
Maud Hart Lovelace's Deep Valley,Julie A. Schrader,"Authors, American",average
Transcending the Levels of Consciousness,David R. Hawkins,Religion,long
Discovery of the Presence of God,David R. Hawkins,"Body, Mind & Spirit",average
The Player's Handbook,Heidi Fleiss;Libby Keatinge,Family & Relationships,short
Eating for Life,Bill Phillips,Health & Fitness,long
Tea with Jane Austen,Kim Wilson,Biography & Autobiography,short
Dark Birthright,Jeanne Treat,History,long
Ultimate Unofficial Guide to the Mysteries of Harry Potter,Galadriel Waters;Astre Mithrandir,Literary Criticism,long
Dashiell Hammett,Dashiell Hammett,,average
H.G. Wells' Floor Games,H. G. Wells;Barbara A. Turner,Games & Activities,short
The Frequencies,Noah Eli Gordon,Poetry,short
My Sister's Keeper,Mavis Applewater,Fiction,average
Programming Ruby,David Thomas,Computers,long
Creating Contagious Leadership,John Hersey,Leadership,short
First Love,Ivan Sergeevich Turgenev,Fiction,short
Brando Unzipped,Darwin Porter,Biography & Autobiography,long
The Mind Parasites,,Fiction,average
"Open My Eyes, Lord",Gary Oates,Religion,short
Plants And Landscapes For Summer-dry Climates Of The San Francisco Bay Region,East Bay Municipal Utility District (Calif.),Gardening,average
Caesar's Commentaries,Julius Caesar;W. A. MacDevitt;James H. Ford,Biography & Autobiography,average
Hoodwinked,Quentin Carter,Fiction,average
Jesus Freaks,Andre Duza,Fiction,average
The Wood Boy,Raymond E. Feist;Sean J. Jordan;Tad Williams,Comics & Graphic Novels,short
Unauthorized Harry Potter and the Deathly Hallows News,W. Frederick Zimmerman,Fiction,short
Clown Girl,Monica Drake,Fiction,average
Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,long
Behind Closed Doors,Johanna Rothman;Esther Derby,Computers,short
The Giraffe who was Afraid of Heights,David A. Ufer,Juvenile Fiction,short
Pictures Showing what Happens on Each Page of Thomas Pynchon's Novel Gravity's Rainbow,Zak Smith,Architecture,long
Agile Web Development with Rails,David Thomas;David Heinemeier Hansson;Leon Breedt,Computers,long
Pragmatic Version Control Using Subversion,Mike Mason,Computers,average
George Washington's Sacred Fire,Peter A. Lillback,Biography & Autobiography,long
Plague of the Dead,Z. A. Recht;Bowie Ibarra;Travis Adkins,Fiction,average
Brevity & echo,Kathleen Rooney,Fiction,short
Cutting Edge,Tom Clancy;Martin H. Greenberg;Jerome Preisler,Fiction,average
Tom Clancy's Net Force: Virtual Vandals,Tom Clancy;Steve Pieczenik;Diane Duane,Young Adult Fiction,average
The Hound of the Baskervilles,Sir Arthur Conan Doyle,Fiction,average
"Kristin Lavransdatter, II: The Wife",Sigrid Undset,Fiction,average
"Selected Poems (Melville, Herman)",Herman Melville,Poetry,average
Crime and Punishment,Fyodor Dostoyevsky,Fiction,average
Dance of the Gods,Nora Roberts,Vampires,average
Fodor's Amsterdam,"Fodor's Travel Publications, Inc. Staff",Travel,average
The Crack in Space,Philip K. Dick,Fiction,short
"Lies, Inc",Philip K. Dick,Fiction,average
Vulcan's Hammer,Philip K. Dick,Fiction,short
